,userId,beer_beerid,beer_name,brewery_name,beer_style,beer_abv,review_overall,review_time
1261040,923,15054,Nutty Black,Daniel Thwaites Brewery PLC,English Dark Mild Ale,3.3,4.0,1321654463
1261047,923,15615,Faxe Strong,Royal Unibrew A/S,Euro Strong Lager,8.6,3.5,1112335998
1261059,923,15846,Black Galloway,Sulwath Brewers Ltd,American Porter,4.4,4.5,1266271357
1261061,923,15908,Rickard's India Pale Ale,Molson Coors Canada,American IPA,6.0,2.0,1162184228
1261080,923,16505,Ol' WoodenHead Smoked Porter,Mt. Begbie Brewing Co.,American Porter,6.4,4.0,1105084258
1261086,923,16698,Yippee IPA,Yaletown Brewing Co.,American IPA,,4.0,1133752908
1261095,923,16701,Red Truck Ale,Yaletown Brewing Co.,American Amber / Red Ale,,3.5,1120884267
1261101,923,16818,Siren's Song Pale Ale,CANOE Brewpub,American Pale Ale (APA),5.0,4.5,1143176296
1261105,923,16848,Nik Gold,Trebjesa Brewery,American Adjunct Lager,5.2,2.5,1166942863
1261123,923,16860,Lohin's E.S.B.,Sailor Hägar's Brewpub,English Bitter,5.6,4.0,1135410771
1261127,923,17007,Scotch Style Ale,Boundary Bay Brewery & Bistro,Scotch Ale / Wee Heavy,6.4,4.0,1310359493
1261146,923,17669,Old Freddy Walker,Moor Beer Company,American Porter,7.3,3.5,1313646023
1261153,923,17791,Molson Dry Cold Shots,Molson Coors Canada,American Adjunct Lager,6.55,2.0,1107506002
1261160,923,18293,Wildcat,"Cairngorm Brewery Company, The",Scottish Ale,5.1,4.0,1265841198
1261173,923,18310,Black Gold,"Cairngorm Brewery Company, The",English Stout,4.4,5.0,1265924879
1261183,923,18602,Super G Ginseng Cream Ale,Hugo's Grill and Brewhouse,Cream Ale,,2.0,1157946047
1261187,923,18624,Jamaican Lager,Dockside Restaurant & Brewing Co.,Fruit / Vegetable Beer,4.7,3.0,1126764449
1261191,923,18643,Thirsty Beaver Amber Ale,Tree Brewing,American Amber / Red Ale,5.0,4.0,1145513717
1261234,923,18782,Henry's IPA,Wadworth and Company Ltd.,English India Pale Ale (IPA),3.6,3.0,1265922025
1261236,923,18968,Red Canoe Lager,CANOE Brewpub,Czech Pilsener,4.5,4.0,1158290343
1261241,923,19449,Royal Oak Traditional Bitter,O'Hanlon's Brewing Co. Ltd.,English Bitter,5.0,4.5,1118294678
1261265,923,20021,La Binchoise Rose Des Remparts,Brasserie La Binchoise (Malterie des Remparts),Fruit / Vegetable Beer,4.5,2.5,1162011007
1261269,923,20022,La Binchoise La Belge Biere Speciale,Brasserie La Binchoise (Malterie des Remparts),Belgian Pale Ale,5.0,3.5,1157953283
1261271,923,20173,Doc Hadfield's Pale Ale,Spinnakers Gastro Brewpub & Guesthouse,English Pale Ale,3.8,4.0,1115960786
1261276,923,20283,Lions Winter Ale,Granville Island Brewery,Winter Warmer,5.5,4.0,1136707945
1261308,923,20484,Faceplant Winter Ale,Nelson Brewing Company,English Brown Ale,6.0,3.5,1104995968
1261326,923,20499,Killer Bee Dark Honey Ale,The Tin Whistle Brewing Company,English Pale Ale,6.0,3.0,1124948263
1261339,923,20511,Peaches N'Cream Okanagan Fruit Ale,The Tin Whistle Brewing Company,Fruit / Vegetable Beer,5.0,3.0,1184481940
1261345,923,20636,Merry Monks  Dopplebock,Granville Island Brewery,Doppelbock,8.0,4.0,1104435927
1261360,923,20759,Fireside Winter Ale,Gulf Islands Brewing,Irish Red Ale,7.0,3.0,1135492102
1261369,923,20942,Spy Porter,Tree Brewing,English Porter,5.0,4.5,1102101828
1261400,923,21163,Longboat Double Chocolate Porter,Phillips Brewing Company,English Porter,5.2,4.0,1104140230
1261440,923,21164,Amnesiac Double IPA,Phillips Brewing Company,American Double / Imperial IPA,8.5,3.5,1103257118
1261499,923,21217,Beaver Brown Ale,CANOE Brewpub,English Brown Ale,5.6,4.0,1142929016
1261506,923,21287,Black Widow,The Tin Whistle Brewing Company,American Brown Ale,5.0,3.5,1115533766
1261522,923,21455,Cane Fire Red,Waimea Brewing Company,American Amber / Red Ale,5.8,4.0,1297317391
1261526,923,21703,Heroica Oatmeal Stout,Steamworks Brewing Company,Oatmeal Stout,,3.5,1106723574
1261535,923,21709,Saigon Export,Saigon Beer Company,American Adjunct Lager,4.7,3.5,1152246762
1261603,923,21784,Nirvana Nut Brown Ale,Steamworks Brewing Company,English Brown Ale,,4.5,1107326861
1261608,923,22328,Cascadia Cream Ale,Steamworks Brewing Company,American Blonde Ale,,4.0,1109747644
1261611,923,22553,Wet Coast Wheat Ale,Shaftebury Brewing Company,American Pale Wheat Ale,4.5,4.0,1154062054
1261616,923,22571,Manchester Star Ale,J.W. Lees & Co (Brewers) Ltd,English Porter,7.3,4.0,1151572372
1261705,923,22572,Sasquatch Stout,Old Yale Brewing Co.,English Stout,5.25,4.0,1111735666
1261729,923,22635,Bridge Of Allan Glencoe Organic Wild Oat Stout,Bridge Of Allan Brewery Ltd,Oatmeal Stout,4.5,4.5,1265492904
1261747,923,22848,Scotch,Antares,Scottish Ale,6.0,4.0,1188972638
1261756,923,23358,Vital Spark,Fyne Ales Ltd,Scottish Ale,4.4,4.0,1321604096
1261761,923,23519,Raj,Artos Breweries Ltd,Euro Pale Lager,5.0,3.5,1115248584
1261764,923,23588,Highwater Porter,Skagit River Brewery,American Porter,5.0,3.5,1150267413
1261772,923,23947,Narwhal Pale Ale,Sailor Hägar's Brewpub,American Pale Ale (APA),5.0,4.0,1135240779
1261774,923,24471,Caramel Cream Ale,Wolf Brewing Company,Cream Ale,5.0,4.0,1120370976
1261778,923,24594,Extra I.P.A.,Swans Brewpub / Buckerfield Brewery,American Double / Imperial IPA,6.8,4.0,1142835456
1261791,923,24678,Pandora Pale Ale,Swans Brewpub / Buckerfield Brewery,English Pale Ale,4.5,4.5,1157949693
1261799,923,24686,Buckerfield's Berry Ale,Swans Brewpub / Buckerfield Brewery,Fruit / Vegetable Beer,7.0,4.0,1159161354
1261808,923,24761,Riley's Scotch Ale,Swans Brewpub / Buckerfield Brewery,Scottish Ale,8.0,4.5,1143099929
1261817,923,24841,Carling Black Label Suprême 8.0%,Molson Coors Canada,American Adjunct Lager,8.0,1.0,1172126256
1261820,923,24910,Fat Cat India Pale Ale,Wolf Brewing Company,English India Pale Ale (IPA),6.0,3.5,1127539236
1261839,923,24978,Buckerfield's Bitter,Swans Brewpub / Buckerfield Brewery,Extra Special / Strong Bitter (ESB),5.0,3.5,1143271323
1261848,923,24989,Auld Acquaintance IPA,Pike Pub & Brewery,American IPA,7.0,4.0,1149783808
1261854,923,25041,The Lairds Liquor,Traquair House Brewery Lld,Scottish Ale,6.0,4.5,1143090098
1261886,923,25178,Devil's Elbow IPA,Howe Sound Inn & Brewing Company,English India Pale Ale (IPA),5.7,3.0,1165999093
1261922,923,25179,Baldwin And Cooper's Best Bitter,Howe Sound Inn & Brewing Company,Extra Special / Strong Bitter (ESB),5.5,4.0,1169540999
1261933,923,25180,Rail Ale,Howe Sound Inn & Brewing Company,American Brown Ale,4.7,3.5,1165558646
1261952,923,25843,Ale Of Atholl,Moulin Hotel & Brewery,Scottish Ale,4.5,2.0,1321035862
1261955,923,25850,The Great Pumpkin Ale,Steamworks Brewing Company,Pumpkin Ale,5.2,3.5,1126764253
1261960,923,25962,Bunny's Black & Tan,Wolf Brewing Company,Black & Tan,5.0,3.0,1127378748
1261963,923,25992,Pompous Pompadour Porter,Wolf Brewing Company,American Porter,5.0,4.0,1127540053
1261972,923,26068,Éphemère (Framboise),Unibroue,Fruit / Vegetable Beer,5.5,3.0,1166593989
1262009,923,26091,Old Plowshare Stout,North Coast Brewing Co.,American Stout,5.7,4.0,1227602314
1262166,923,26201,Lasko Club,Pivovarna Laško,Euro Pale Lager,4.9,3.0,1208668867
1262201,923,26603,Williams Black,Williams Brothers Brewing Company,English Porter,4.2,3.0,1321603687
1262214,923,26657,Ecaussinnes La Loubécoise,Brasserie D'Ecaussinnes,Belgian Strong Dark Ale,7.0,3.5,1248498320
1262220,923,26691,Raven Cream Ale,R & B Brewing Co.,English Brown Ale,4.8,4.0,1130825970
1262233,923,26739,Winter Nights Black & Tan,Shaftebury Brewing Company,Black & Tan,6.5,3.5,1134365640
1262238,923,26748,Red Branch Irish Red Ale,Crannóg Ales,Irish Red Ale,5.1,3.5,1160453975
1262242,923,26981,Spiced Mid- Winter Ale,Tree Brewing,Herbed / Spiced Beer,6.5,3.5,1132644734
1262260,923,27170,Blitzen Xmas Ale,Steamworks Brewing Company,Belgian Strong Pale Ale,9.5,4.0,1134034807
1262263,923,27171,Springboard Lager,Central City Brewing,American Pale Lager,4.7,3.5,1216003494
1262270,923,27358,Everards Sleighbell,Everards Brewery Ltd.,Winter Warmer,4.5,3.5,1322002078
1262272,923,27413,Green's Discovery,Green's Gluten Free Beers,English Strong Ale,6.0,2.0,1207644023
1262317,923,27485,Appleton Brown Ale,Swans Brewpub / Buckerfield Brewery,English Brown Ale,5.0,4.5,1158130979
1262326,923,27499,Arctic Ale,Swans Brewpub / Buckerfield Brewery,American Blonde Ale,4.5,4.0,1142829713
1262332,923,27516,Instigator,Phillips Brewing Company,Doppelbock,8.5,3.5,1294377126
1262343,923,27544,Old Bad Cat Barleywine 2005,Wolf Brewing Company,English Barleywine,10.5,4.0,1136444841
1262352,923,27684,Dark 266,Cameron's Brewing Co.,Euro Dark Lager,4.5,4.0,1274297678
1262377,923,28158,Natureland Organic Amber Ale,Pacific Western Brewing Company,American Amber / Red Ale,5.0,3.0,1140421440
1262386,923,28418,Chimera Dark Delight,Downton Brewery Company,Old Ale,5.5,3.5,1321570726
1262389,923,28450,La Penneffoise,Brasserie D'Ecaussinnes,Fruit / Vegetable Beer,8.0,3.0,1248402160
1262399,923,29116,De Boomgaard Tropicale,Brouwerij Liefmans,Fruit / Vegetable Beer,4.1,3.0,1166679709
1262417,923,29137,Jack In The Bock,Tree Brewing,Bock,6.5,4.0,1143437741
1262431,923,29711,Dirty Squirrel Hazelnut Brown,Phillips Brewing Company,English Brown Ale,5.2,4.0,1161934173
1262445,923,30433,Surly Blonde,Phillips Brewing Company,Tripel,9.1,2.5,1147496679
1262467,923,30997,Želiv Castulus,Kláterní pivovar Želiv s.r.o.,Braggot,6.5,3.5,1177910213
1262476,923,31985,Classic Pale Ale,Whistler Brewing Company,English Pale Ale,5.0,4.0,1154493716
1262499,923,31986,Premium Export Lager,Whistler Brewing Company,American Pale Lager,5.0,4.0,1154493794
1262529,923,32216,Olde Towne Bavarian Lager,Swans Brewpub / Buckerfield Brewery,Euro Pale Lager,5.4,3.5,1158462189
1262536,923,32353,Little Scrapper IPA,Half Pints Brewing Company,American IPA,6.0,4.0,1207023089
1262583,923,32366,Stir Stick Stout,Half Pints Brewing Company,American Stout,5.6,3.5,1189498443
1262632,923,32370,Bulldog Amber Ale,Half Pints Brewing Company,American Amber / Red Ale,5.4,4.0,1207468547
1262666,923,32488,Bowen Island Irish Cream Ale,Bowen Island Brewing Co. Ltd.,Cream Ale,5.0,3.5,1156650140
1262679,923,32685,Blue Truck Pale Ale,Phillips Brewing Company,American Pale Ale (APA),,4.0,1157896839
1262682,923,32686,Gael's Blood,Crannóg Ales,Irish Red Ale,,4.0,1157897295
1262685,923,32687,Red Racer Stout,Central City Brewing,Oatmeal Stout,4.2,4.0,1157897878
1262691,923,32698,Gunpowder Green Tea Lager,Hugo's Grill and Brewhouse,Herbed / Spiced Beer,,4.0,1157944224
1262695,923,33110,Oktoberfest Amber Lager,Phillips Brewing Company,Märzen / Oktoberfest,5.0,3.5,1160286323
1262698,923,33260,KB Black Bear Ale,Kamloops Brewery Ltd,English Dark Mild Ale,5.0,4.0,1165574134
1262702,923,33468,Berserker Export Pale Ale,Hebridean Brewery Company,Scotch Ale / Wee Heavy,7.5,4.0,1265921102
1262708,923,33814,606 Ale,Paddock Wood Brewing Co.,English India Pale Ale (IPA),5.4,4.0,1248384476
1262745,923,33880,Blessed Thistle,"Cairngorm Brewery Company, The",Scottish Gruit / Ancient Herbed Ale,4.5,4.0,1266001041
1262753,923,33932,KB Double Chocolate Ale  First Edition,Kamloops Brewery Ltd,English Dark Mild Ale,5.0,3.5,1165570283
1262755,923,34113,Cultus Lake Pilsner,Old Yale Brewing Co.,German Pilsener,5.0,4.0,1165221839
1262758,923,34165,Burley Wine,Phillips Brewing Company,English Barleywine,11.0,3.5,1228808592
1262766,923,34221,Allendale Black Grouse Bitter,Allendale Brew Company Limited,English Bitter,4.0,3.5,1321654119
1262769,923,34430,Garibaldi Honey Pale Ale,Howe Sound Inn & Brewing Company,English Pale Ale,4.5,3.5,1167036747
1262779,923,34900,Stocking Filler,York Brewery Company Limited,Winter Warmer,4.8,3.5,1320706332
1262783,923,34955,The Father,Half Pints Brewing Company,Dubbel,7.2,3.5,1208237125
1262800,923,35000,Bête Noire,Paddock Wood Brewing Co.,Oatmeal Stout,5.4,3.5,1216354220
1262834,923,35091,The Son,Half Pints Brewing Company,Belgian Pale Ale,5.2,4.0,1209873298
1262850,923,35199,The Holy Spirit,Half Pints Brewing Company,Witbier,4.8,3.5,1208053897
1262865,923,35628,Legacy Ale,Swans Brewpub / Buckerfield Brewery,English Barleywine,10.0,4.5,1182233135
1262876,923,35633,Attila The Honey,Mt. Begbie Brewing Co.,American Amber / Red Ale,5.0,3.5,1183784040
1262888,923,35801,Timberline Pale Ale,Howe Sound Inn & Brewing Company,English Pale Ale,5.0,3.5,1173675488
1262894,923,36066,Bullfrog Ale,Issaquah Brewhouse,Hefeweizen,,3.0,1189670364
1262922,923,36154,Old Bad Cat Barleywine 2006,Wolf Brewing Company,English Barleywine,12.0,4.0,1175789592
1262924,923,36297,Dubbel Surly,Phillips Brewing Company,Dubbel,7.3,3.5,1176183931
1262926,923,36315,Raasted Imperial Stout,Raasted & Randers Bryghus A/S,Russian Imperial Stout,10.0,3.5,1275288299
1262947,923,36380,Trafalgar Maple Bock,Trafalgar Ales & Meads,Bock,6.5,1.0,1184742263
1262965,923,36827,Dude,Pacific Western Brewing Company,American Adjunct Lager,5.0,2.0,1179206500
1262974,923,37070,Iceberg Strong Pale Ale,Spinnakers Gastro Brewpub & Guesthouse,American Pale Ale (APA),6.0,5.0,1183175389
1262980,923,37077,Unsinkable Molly Brown Ale,Spinnakers Gastro Brewpub & Guesthouse,English Dark Mild Ale,5.2,3.0,1183347614
1262983,923,37199,Mettleman Copper Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,5.5,5.0,1181452048
1262992,923,37257,Currant Noir,Spinnakers Gastro Brewpub & Guesthouse,Lambic - Fruit,8.2,3.5,1181881704
1262997,923,37258,Mon Cherie,Spinnakers Gastro Brewpub & Guesthouse,Lambic - Fruit,8.5,3.0,1181886743
1263000,923,37354,Das Razz,Spinnakers Gastro Brewpub & Guesthouse,Belgian Strong Pale Ale,8.2,3.5,1182393196
1263002,923,37449,Captain Vancouver's 250th Anniversary Ale,Elgood and Sons Ltd,English Bitter,4.5,4.5,1183010347
1263007,923,37697,Lord Nelson's Pale Ale,Mill Creek Brewery / Freddy's Brewpub,American Pale Ale (APA),,4.0,1184481696
1263011,923,38261,River Rock Bitter,CANOE Brewpub,English Bitter,5.2,4.0,1143009709
1263019,923,38770,Accusation Ale,Phillips Brewing Company,Extra Special / Strong Bitter (ESB),5.0,4.0,1206854823
1263028,923,38970,M&S Yorkshire Bitter,Cropton Brewery,English Bitter,4.6,3.5,1265489841
1263032,923,39201,Hopworks IPA,Hopworks Urban Brewery,American IPA,6.6,4.0,1276496697
1263141,923,39421,Darkstar Oatmeal Stout,R & B Brewing Co.,Oatmeal Stout,4.6,4.0,1195635389
1263149,923,39642,Father John's Winter Ale,Howe Sound Inn & Brewing Company,Winter Warmer,7.0,4.0,1195280542
1263176,923,39925,Antares Barleywine,Antares,American Barleywine,10.0,4.0,1190182661
1263190,923,39966,Yankee Jim Ice Bock,Big Hole Brewing Company,Euro Strong Lager,6.5,2.5,1219974101
1263210,923,40079,Yankee Jim Honey Ice,Big Hole Brewing Company,American Adjunct Lager,5.5,3.0,1219894911
1263220,923,42329,Red Racer White Ale / Wally's Wheat,Central City Brewing,Witbier,5.0,4.0,1216086977
1263240,923,42365,1488 Whisky Beer,Tullibardine Distillery,English Strong Ale,7.0,4.0,1247198086
1263258,923,42436,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.2,3.5,1210143616
1263267,923,43433,Slipstream Cream Ale,Phillips Brewing Company,Cream Ale,5.0,4.0,1214627524
1263276,923,43973,Golden State Ale,Uncommon Brewers,Belgian Pale Ale,6.4,3.5,1324707365
1263300,923,43981,Primo,Pabst Brewing Company,American Adjunct Lager,4.65,3.0,1297062624
1263348,923,44141,London Pale Ale,Meantime Brewing Company Limited,English Pale Ale,4.3,4.0,1322232507
1263370,923,44373,Sap Vampire Maple Lager,Amber's Brewing Co.,Herbed / Spiced Beer,5.3,4.0,1246163661
1263386,923,44763,Pothole Filler Imperial Stout,Howe Sound Inn & Brewing Company,Russian Imperial Stout,9.0,4.5,1220825459
1263404,923,44764,Total Eclipse Of The Hop Imperial India Pale Ale,Howe Sound Inn & Brewing Company,American Double / Imperial IPA,8.0,4.0,1220825788
1263436,923,44765,Black Knight Espresso Porter,Bushwakker Brewing Company,American Porter,,4.0,1220826338
1263438,923,45151,Blackberry Hefeweizen,Phillips Brewing Company,Hefeweizen,,3.5,1225436497
1263441,923,45205,Brewmaster's Black Lager,Okanagan Spring Brewery,Schwarzbier,5.0,4.0,1223250931
1263463,923,45654,Crooked Tooth,Phillips Brewing Company,Pumpkin Ale,5.0,4.5,1225435224
1263474,923,45993,Fra Til (From To),Mikkeller ApS,Baltic Porter,8.0,3.0,1279438132
1263532,923,46295,Maple Stout,Cannery Brewing Company,English Stout,5.5,3.0,1228203365
1263570,923,46417,McNally's Winter Spice Ale,Big Rock Brewery,Winter Warmer,6.0,3.5,1228809078
1263589,923,46708,Farmhand Ale,Driftwood Brewery,Saison / Farmhouse Ale,5.5,4.5,1232347389
1263628,923,46769,Blackstone Porter,Driftwood Brewery,English Porter,5.1,4.5,1230018092
1263647,923,46815,Old Cellar Dweller,Driftwood Brewery,American Barleywine,14.0,3.5,1230265903
1263661,923,47128,M&S Norfolk Bitter,Woodforde's Norfolk Ales,English Bitter,4.5,3.5,1321306705
1263663,923,47136,Fireside Mild,Alley Kat Brewing Company,English Dark Mild Ale,3.5,3.5,1245990699
1263668,923,49144,Sugar Moon Maple Ale,Garrison Brewing Company,Herbed / Spiced Beer,6.0,4.0,1303879414
1263688,923,49347,Ol' Fog Burner,Garrison Brewing Company,English Barleywine,10.3,4.0,1303797847
1263717,923,49710,Double Barrel Scotch Ale,Phillips Brewing Company,Scotch Ale / Wee Heavy,7.7,4.5,1242370545
1263727,923,49772,Canadian Cask - Scottish Oak Aged Beer,Innis & Gunn,English Strong Ale,7.1,3.5,1253585967
1263774,923,49822,IP'eh!,Russell Brewing Company,English India Pale Ale (IPA),6.5,3.5,1242459247
1263791,923,49979,Crooked Coast Amber Ale,Driftwood Brewery,Altbier,5.1,4.0,1248042507
1263808,923,50044,Doppelbock Grande Cuvée Printemps,Les Trois Mousquetaires,Doppelbock,8.7,3.5,1275973711
1263874,923,50827,Double Double,Paddock Wood Brewing Co.,American Strong Ale,10.5,3.5,1252748462
1263890,923,51064,Rise Up Red,Hopworks Urban Brewery,American Amber / Red Ale,5.8,4.0,1282025050
1263924,923,51708,King & Barnes Sussex Bitter,"Badger Brewery, Hall and Woodhouse",English Bitter,3.5,4.0,1321654714
1263926,923,52610,Innis & Gunn Limited Edition Highland Cask,Innis & Gunn,English Strong Ale,7.1,4.0,1296632380
1263962,923,52645,Crazy 8s,Phillips Brewing Company,American IPA,8.0,4.0,1252992133
1263969,923,52698,Gentleman Jim's Real Ginger Ale,Phillips Brewing Company,Fruit / Vegetable Beer,5.0,3.5,1253249326
1263973,923,52739,Brussels Fruit Beer Apple,Brasserie Du Bocq,Lambic - Fruit,3.2,3.5,1254107259
1263977,923,53158,Trafalgar Malted Corpse,Trafalgar Ales & Meads,Irish Red Ale,4.5,3.0,1274676108
1263988,923,53230,Pumpkineater Imperial Ale,Howe Sound Inn & Brewing Company,Pumpkin Ale,8.0,4.5,1283917881
1264014,923,53309,Sartori Harvest IPA,Driftwood Brewery,American IPA,7.0,4.5,1286164352
1264036,923,53750,GrowHop,Phillips Brewing Company,English Bitter,5.0,4.0,1287544115
1264040,923,53960,Black Tree Dark Ale,Tree Brewing,Black & Tan,5.0,3.5,1275108850
1264050,923,54549,Spiced Reserve Ale,Tree Brewing,Winter Warmer,7.5,3.5,1274498059
1264062,923,55204,High Tide Hemp Ale,Howe Sound Inn & Brewing Company,English Bitter,,4.0,1300063148
1264066,923,55206,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.5,4.5,1295155838
1264071,923,55474,Loki,Paddock Wood Brewing Co.,American Double / Imperial IPA,8.7,3.5,1309325711
1264089,923,55605,Kipling,Thornbridge Brewery,English Pale Ale,5.2,4.5,1265842153
1264126,923,55649,Deadhead Barley Wine,Phillips Brewing Company,English Barleywine,10.0,4.0,1275020613
1264128,923,55813,Rogers Chocolate Stout,Granville Island Brewery,American Stout,6.0,4.5,1291703100
1264133,923,55910,Colley's Dog,Tring Brewery Company Ltd.,English Strong Ale,5.2,3.5,1265482564
1264135,923,55981,Black Death Porter,Russell Brewing Company,American Porter,6.5,4.5,1275283315
